annotation_id,tweet_id,customer_message,suggested_intent,annotation_status,final_intent,review_notes
667,18143,@AmazonHelp If nothing happens then I will put on FB also,,unlabelled,,
668,13866,"@AmazonHelp so after wasting more than 1.5 month, now you are telling me the product is out of warranty. i had gone to iball 1.5 months back .",,unlabelled,,
669,325837,"@AmazonHelp It says expected today but says delayed. Delivery was ""attempted"" earlier. There's no reason it failed as there's someone there 24/7",DELIVERY_DELAY,weak_label,,
670,158761,@AmazonHelp I don't think sharing information is necessary..I have cancelled the order.,ORDER_CANCELLATION,weak_label,,
671,86012,@AmazonHelp I've already done all of this. Just give me a refund. You guys shld also be compensating me for this unwanted stress and disgust. #Cheaters,REFUND,weak_label,,
672,14849,@AmazonHelp ありがとうございました,,unlabelled,,
673,1526880,"@AmazonHelp I would except for the whole ""someone changed my email so I  can't access my account "" thing. If I can't sign in I can't fix it?",ACCOUNT,weak_label,,
674,13907,@AmazonHelp Update ??? What your internal investigation repors tell you ??,,unlabelled,,
675,2559,"@AmazonHelp hello, I’m having an issue with a same day ship order.  Can you help me?",,unlabelled,,
676,1692613,"Hey @AmazonHelp I can't log in, yet KNOW FOR A FACT I am using the correct email &amp; password, even reset it to be sure. Help please...",ACCOUNT,weak_label,,
677,18697,@AmazonHelp U kindly refund the amount back .. I have sent back the product and I demand a refund for the same .never had such dissaponments wit amazon,REFUND,weak_label,,
678,309214,@189841 @115821 Not for me @AmazonHelp ! 4 days after ordering items in stock and the order hasn't even shipped.,ORDER_DISPATCH,weak_label,,
679,1288168,"@AmazonHelp I got an email talking about updating my payment method, so after that was fixed the date changed",PAYMENT,weak_label,,
680,73636,"@AmazonHelp My delivery was scheduled for yesterday (booked it a week ago), and until now I did not receive the parcel",PACKAGE_NOT_RECEIVED,weak_label,,
681,5145,@AmazonHelp 今までコンビニで支払いが出きるという支払い方法でAmazonさんにお世話になっていたんですけど、選択画面にその支払い方法が表示されなくて、色々いじってみたんですけどどうにも……！,,unlabelled,,
682,14283,@AmazonHelp Thank you - done.,,unlabelled,,
683,183573,"@AmazonHelp 

1.AS PER YOUR INSTRUCTIONS I HAVE FORWARDED THE MAIL TO THE THIRD PARTY SUPPLIER.",SELLER,weak_label,,
684,155107,@AmazonHelp I guess it was a third party seller which I didn’t realize at the time of purchase. I was okay with it because no one had yet posted about not receiving anything from them.. it is through HomeHere.. the GARYOB 30pc eyeshadow pallet,SELLER,weak_label,,
685,11014,@AmazonHelp I ordered almost a full week before release. Receiving it almost a full week after. That’s not Prime.,,unlabelled,,
686,1731611,@115830 @AmazonHelp Can't get into my account. Password reset email code not being received inbox or spam. Help please.,ACCOUNT,weak_label,,
687,384165,@AmazonHelp No use of prime membership order is late,DELIVERY_DELAY,weak_label,,
688,12536,@AmazonHelp @118505 You people cheaters mentally harass innocent customers you be pulled to cyber crime cell trying to get bank details blocking cod,,unlabelled,,
689,814876,@AmazonHelp The GPS database in the Amazon app that the drivers use is INCORRECT.  I need someone to call me so I can help them update it for my address,WEBSITE_OR_APP,weak_label,,
690,17889,@AmazonHelp Yes. Once from the original date,,unlabelled,,
691,309194,"@AmazonHelp It's Amazon Logistics that is the issue. I'm a prime member for 2-day shipping, not 3-6 days.",ORDER_DISPATCH,weak_label,,
692,27886,@AmazonHelp Really? Right ok how long for a refund,REFUND,weak_label,,
693,834399,"@115850 @AmazonHelp @115821 Order:408-4742078-0005944 I HAVE NOT RECEIVED MY PRODUCT &amp; BUT STATUS IS ""DELIVERED"" I'M DISHEARTENED WITH 1/2",PACKAGE_NOT_RECEIVED,weak_label,,
694,105193,@AmazonHelp Yes by 6 days...I’ve cancelled the order and amazon prime too! Waste of money,ORDER_CANCELLATION,weak_label,,
695,11593,@AmazonHelp Done that. Was told I would definitely have it by 9pm yesterday &amp; it's still not been delivered!!!!,,unlabelled,,
696,18933,@AmazonHelp When will be the earliest?? 1 more month?,,unlabelled,,
697,78745,@AmazonHelp They said the item was out of stock as of yesterday. However I have a shipping notification from you from November 20 that my order shipped,ORDER_DISPATCH,weak_label,,
698,224624,@AmazonHelp Delivery was supposed to be today by 9PT. CARRIER tracking just says it's left the seller and in transit to CARRIER as of 527 this morning,SELLER,weak_label,,
699,11974,@AmazonHelp My Halloween costume is a day late. Can you help?,,unlabelled,,
700,1731617,@AmazonHelp Help form completed 2 days ago &amp; still no contact or resolution.. Password reset codes still not being received .. not great service..,ACCOUNT,weak_label,,
701,13142,"@AmazonHelp Submitted, for the third time for the same issue.",,unlabelled,,
702,17260,"@AmazonHelp apologies only dnt work. why last tim i was gvn assurance tht i wont repeat and now it happened again, whts your excuse now?",,unlabelled,,
703,11623,@AmazonHelp Will do thank you for the help,,unlabelled,,
704,8529,@AmazonHelp Thank you but unsure how that’s going to help as just says “put for delivery and arriving today when I know it proberly won’t :/,,unlabelled,,
705,865640,"Got a @amazonhelp email saying my package has been delivered to safe place, but Im sat at home, noones rung doorbell &amp; my parcel is nowhere?",DELIVERY_INSTRUCTIONS,weak_label,,
706,746764,"@AmazonHelp Hi. Yes, update was that attempted to deliver but couldn't leave it unattended. We have been in the office all day &amp; the bell hasn't rung",DELIVERY_INSTRUCTIONS,weak_label,,
707,36496,@AmazonHelp Kindergarten Unlimited website will not return any ebooks. Tried returning all 10 but keeps sayjng I have 10 out. Have closed out of browser on pc and reinstalled android app. Nothing helps on either platform. Help! :(,RETURN,weak_label,,
708,15706,@AmazonHelp ok. Thanks.,,unlabelled,,
709,445487,@AmazonHelp I wish to get in touch with the DA to give specific delivery instructions since the address is my workplace.,DELIVERY_INSTRUCTIONS,weak_label,,
710,13138,@AmazonHelp the last email i got was the transcript of the last chat that i requested.. you want me to reply to that??,,unlabelled,,
711,34552,@AmazonHelp Order is dispatched yet Prime not activated.,ORDER_DISPATCH,weak_label,,
712,17921,@AmazonHelp Know Amazon and buy products that Amazon will help his consumers in any conditions,,unlabelled,,
713,2551,"@AmazonHelp I'm learning German, so I don't really mind between German/English. If I have to choose, I say German.",,unlabelled,,
714,1728,@AmazonHelp But your website is offering pre order content.... so it’s just a lie?,,unlabelled,,
715,16418,@AmazonHelp And there was no indication that they had re-attempted delivery,,unlabelled,,
716,457719,"@AmazonHelp Yea, I left specific delivery instructions WITH A GATE access code and they said they could not deliver because they didn't have a gate access code.",DELIVERY_INSTRUCTIONS,weak_label,,
717,31358,"@AmazonHelp I ordered something 3 months ago and haven’t received it, I’ve emailed the seller/you 4 times and haven’t heard a thing back??",SELLER,weak_label,,
718,422452,@AmazonHelp Tried calling customer care and nobody picking up. Tried 5 times. Wrote 2 emails from Amazon app order section. No reply. Pathetic,WEBSITE_OR_APP,weak_label,,
719,89281,"@AmazonHelp A de account, search under my name and you will find them - again, all I want is to cancel the order, get my giftcard amount back asap.",ORDER_CANCELLATION,weak_label,,
720,18152,"@AmazonHelp Yes, I've sent an email through your link.",,unlabelled,,
721,260369,@AmazonHelp I already talked w/ someone &amp; cancelled order &amp; bought locally. It's just annoying that this keeps happening.,ORDER_CANCELLATION,weak_label,,
722,231341,@AmazonHelp is there any way I can find out when a delayed 'prime' order will actually be delivered? It's getting a bit ridiculous now!,DELIVERY_DELAY,weak_label,,
723,93647,"@AmazonHelp And another one guys. I ordered a same day delivery yesterday, and it was meant to come yesterday. It arrived just now, a day late. Can I please get a refund on my Prime subscription?",REFUND,weak_label,,
724,141108,"@AmazonHelp @115821 @1402 @8105 @1840
@AmazonHelp It looks Like #you_know_nothing_johnsnow. Go with past few tweets atleast then reply. And also check the date of the email its 22/11 what the seller was granting me if order was cancelles? #fraudAmazon",SELLER,weak_label,,
725,18199,@AmazonHelp @120040 #AmazonIndia  Expecting your customers to take screenshots of every offer is way too much. I trusted Amazon but the way they treat their customers now a days is ridiculous. Now i don't want any cashback and  credits of Kindle account but treat your customers properly.,,unlabelled,,
726,483826,"@AmazonHelp Thanks SC. That link didn't provied any help. I've checked the two orders that were missed and it says cleary on them to leave with the security guard, who are there 24/7. 

Why are my delivery instructions not followed? 
Is there some other issue? https://t.co/HyxespvDaz",DELIVERY_INSTRUCTIONS,weak_label,,
727,73432,"@AmazonHelp And if they won't be able to get it for me, will I be able to cancel the exchange request and put a request for a refund in?",REFUND,weak_label,,
728,17903,"@AmazonHelp Got it just now about 4 hours after it was supposedly delivered. As I said, unpredictable and non-trustworthy delivery process",,unlabelled,,
729,2574,@AmazonHelp and redund issued on 13th https://t.co/1uydlorGCp no sing of my money and amazonuk just saying its in the billing department.no signof devlp,PAYMENT,weak_label,,
730,10655,@AmazonHelp a previsão é dia 6 😥,,unlabelled,,
731,623,"@AmazonHelp Okay, danke für die Info",,unlabelled,,
732,47926,"@AmazonHelp exp 10.27 arrived in PR 10.25 returned 10.28
no new tracking info by @115817 even after inquiring to @AmazonHelp about it within the time frame",RETURN,weak_label,,
733,86108,@AmazonHelp Prime’s 2 day shipping apparently means nothing 🙄,ORDER_DISPATCH,weak_label,,
734,11072,@AmazonHelp yes it was due today by 8pm and now its changed to tomorrow or the next couple days... but isn;t there a guarantee?,,unlabelled,,
735,293780,"@AmazonHelp Nope, app says will be delivered tomorrow but is delayed and to follow instructions on attempted delivery notice- which I didn't get",DELIVERY_DELAY,weak_label,,
736,18178,@115850 i have received a message that product has been delivered whereas it hasn’t been delivered. Second time happened @AmazonHelp,,unlabelled,,
737,11051,@AmazonHelp Will do. Thanks,,unlabelled,,
738,21577,@AmazonHelp Feedback? Are you kidding me? Where is my money and the package...bloddy idiots I am the prime customer and I want the shipment to be delivered rite now...I don't care about ur internal review...get me ur escalation point of contact to call me,DELIVERY_TRACKING,weak_label,,
739,65842,"@AmazonHelp Also, I just want to let y'all know, all my anger and frustration is directed at this seller and not y'all. Amazon has actually been nice, professional , and helpful in trying to help me.",SELLER,weak_label,,
